130.7239041,33.74434808
130.3270356,33.57849
130.2753378,33.572459
130.4491108,33.60089019
130.7278219,33.84628358
130.2942472,33.49440475
130.828237,33.88550739
130.9683806,33.7216085
130.4029544,33.57311711
130.4498514,33.51666303
130.8915071,33.87294369
130.8442851,33.86868456
130.3200987,33.59613967
130.5110741,33.28533592
130.8171668,33.87237214
130.5162659,33.48573133
130.8859738,33.88872864
130.9765044,33.7242255
130.8333878,33.88022078
130.4185882,33.59757647
130.4344189,33.00632578
130.4453355,33.22565889
130.4327323,33.57949611
130.5664328,33.30176033
130.5794823,33.22237483
130.4130563,33.58914847
130.3764957,33.55248308
130.4545711,33.54583556
130.835689,33.86544947
130.8613713,33.87084808
130.7504463,33.76951478
130.6592709,33.41621475
130.3246972,33.55385492
130.5647496,33.81046897
130.3226621,33.56799589
130.4608706,33.51048436
130.4548685,33.53728808
130.3197754,33.5720695
130.9028723,33.84129533
130.3956341,33.59048442
130.6949311,33.64563783
130.6935911,33.58194261
130.4202416,33.70281772
130.3683863,33.599703
130.6901398,33.64878419
130.9094515,33.83917136
130.5388289,33.44583872
130.4225066,33.66590042
130.4142095,33.58476933
130.4704989,33.53140406
130.4428359,33.53240967
130.7611294,33.88521272
130.7320217,33.76845617
130.897837,33.87069328
130.4790396,33.76538089
130.470198,33.59927867
130.746871,33.73488622
130.504043,33.29510694
130.175304,33.54001333
130.5575631,33.31291414
130.3555647,33.57005656
130.3308441,33.52356658
130.9828524,33.72798917
130.3913684,33.58623786
130.3330223,33.55166908
130.4934549,33.58047475
130.2021857,33.56533547
130.8553989,33.70817817
130.4192166,33.49587411
130.4511013,33.01341264
130.4410229,33.52501942
130.4655616,33.01097522
130.4191581,33.57707289
130.5352902,33.49442533
130.3775964,33.56864739
130.78294,33.87078394
130.1886629,33.56588686
130.5836212,33.46590972
130.4417677,33.54482397
130.5378807,33.31096283
130.4174616,33.5862565
130.4434249,33.53091597
130.8872183,33.88291642
130.7691627,33.34704386
130.4200109,33.58669431
130.4896166,33.52812747
130.5136034,33.31717036
130.4935917,33.52606203
130.4666412,33.129662
130.4806885,33.07276239
130.4346895,33.52691986
130.3127581,33.55326425
130.8677172,33.82816331
130.8032973,33.87048839
130.8474357,33.89739525
130.4205639,33.63565172
130.4791664,33.44593567
130.4189914,33.59090792
130.4445502,33.5590965
130.4461336,33.04021611
130.47009,33.53657456
130.4358964,33.15229517
130.5621158,33.21787969
130.9476379,33.70103522
130.8628077,33.87256903
130.3187357,33.55929064
130.3752414,33.21414897
130.4213234,33.58827536
